Place, Starters, Points, Points Total, First Name, Last Name, Category, Event, Race, Date, Notes
2,14, 4,11,"Annalisa"	,"Fish"	,"3"	,"Rapha Trophy Cup p/b Western Bikeworks"	,"Women B"	,2014-10-07,""
3,34, 5,16,"Annalisa"	,"Fish"	,"3"	,"Alpenrose"	,"Women B"	,2014-10-11,""
3,29, 5,21,"Annalisa"	,"Fish"	,"3"	,"Alpenrose"	,"Women B"	,2014-10-12,"NEEDS UPGRADE"
15, ?, 0, 0,"Annalisa"	,"Fish"	,"2"	,"Heron Lakes"	,"Women A"	,2014-10-19,"UPGRADED TO 2 WITH 21 POINTS"
3,11, 3, 3,"Annalisa"	,"Fish"	,"2"	,"Winter CX"	,"Women Category A"	,2014-11-30,""
5,13, 1, 4,"Annalisa"	,"Fish"	,"2"	,"Rapha Portland Trophy Cup"	,"Women A"	,2015-09-15,""
2,18, 4, 8,"Annalisa"	,"Fish"	,"2"	,"Rapha Portland Trophy Cup"	,"Women A"	,2015-09-22,""
3,10, 1, 9,"Annalisa"	,"Fish"	,"2"	,"Rapha Portland Trophy Cup"	,"Women A"	,2015-09-29,""
2,15, 4,13,"Annalisa"	,"Fish"	,"2"	,"Rapha Portland Trophy Cup"	,"Women A"	,2015-10-06,""
4,12, 2,12,"Annalisa"	,"Fish"	,"2"	,"Portland Trophy Cup"	,"Women 1/2"	,2016-09-06,""
2,20, 4, 4,"Corey"	,"Fish"	,"5"	,"Rapha Trophy Cup p/b Western Bikeworks"	,"Beginner Men"	,2014-09-23,""
37, ?, 0, 0,"Corey"	,"Fish"	,"4"	,"Alpenrose"	,"Category C"	,2014-10-11,"UPGRADED TO 4 WITH 4 POINTS"
3,82, 7, 7,"Corey"	,"Fish"	,"4"	,"WA County Fairgrounds"	,"Category C"	,2014-10-26,""
32, ?, 0, 0,"Corey"	,"Fish"	,"3"	,"GP: Het Meer CX"	,"Men 2/3"	,2016-09-10,"UPGRADED TO 3 WITH 0 POINTS"
5,35, 3, 3,"Corey"	,"Fish"	,"3"	,"Portland Trophy Cup"	,"Men 3/4"	,2016-09-27,""
5,38, 3, 3,"Cory"	,"Fish"	,"5"	,"Blind Date at the Dairy"	,"Beginner Men"	,2014-10-01,""
1,31, 7, 7,"jessica"	,"fisher"	,"4"	,"Alpenrose"	,"Women C"	,2014-10-11,""
2,35, 6,13,"jessica"	,"fisher"	,"4"	,"Deschutes Brewery"	,"Women C"	,2014-11-01,""
1,27, 7, 7,"jessica"	,"fisher"	,"3"	,"Deschutes Brewery"	,"Women B"	,2014-11-02,"UPGRADED TO 3 WITH 13 POINTS"
2,60, 6, 6,"Steve"	,"Fisher"	,"1/2"	,"Rainier"	,"Category A"	,2013-10-13,""
4,68, 5,11,"Steve"	,"Fisher"	,"1/2"	,"Alpenrose"	,"Category A"	,2014-10-11,""
3,67, 7,18,"Steve"	,"Fisher"	,"1/2"	,"Alpenrose"	,"Category A"	,2014-10-12,""
7,27, 1, 1,"Sarah"	,"Fishler Rice"	,"5"	,"PIR: Heron Lakes"	,"Women 5"	,2017-10-22,""
1,15, 5, 6,"Sarah"	,"Fishler Rice"	,"5"	,"Corvallis Cross Classic"	,"Women Category 5"	,2017-11-04,""
1,11, 5,11,"Sarah"	,"Fishler Rice"	,"5"	,"Keizer Rapids"	,"Category 5 Women"	,2018-08-29,""
3,16, 3,14,"Sarah"	,"Fishler Rice"	,"5"	,"Heiser Farm"	,"Women 5"	,2018-09-29,""
3,25, 5,19,"Sarah"	,"Fishler Rice"	,"5"	,"Alpenrose Dairy Day 1"	,"Women 5"	,2018-10-06,""
1,29, 7,26,"Sarah"	,"Fishler Rice"	,"5"	,"Alpenrose Dairy Day 2"	,"Women 5"	,2018-10-07,"NEEDS UPGRADE"
9, ?, 0, 0,"Sarah"	,"Fishler Rice"	,"4"	,"Deschutes Brewery Day 1"	,"Women 4"	,2018-11-03,"UPGRADED TO 4 WITH 25 POINTS"
2,11, 4, 4,"Andrea"	,"Fisk"	,"5"	,"GPCM: Het Meer CX"	,"Women 5"	,2017-09-09,"DOWNGRADED TO 5"
4,29, 4, 8,"Andrea"	,"Fisk"	,"5"	,"Portland Trophy Cup"	,"Beginner Women"	,2017-09-12,""
3,26, 5,13,"Andrea"	,"Fisk"	,"5"	,"Portland Trophy Cup"	,"Beginner Women"	,2017-09-26,""
2,20, 4,17,"Andrea"	,"Fisk"	,"5"	,"Portland Trophy Cup"	,"Beginner Women"	,2017-10-03,""
5,14, 1,18,"Andrea"	,"Fisk"	,"5"	,"Portland Trophy Cup"	,"Beginner Women"	,2017-10-10,""
5,18, 1, 1,"Conor"	,"Fitzgerald"	,"4"	,"Kruger's Kermesse Farm Dirt Crit"	,"Men C"	,2013-05-19,""
16, ?, 0, 0,"Conor"	,"Fitzgerald"	,"3"	,"GPRM 2015: DDCX"	,"Category B"	,2015-09-05,"UPGRADED TO 3 WITH 0 POINTS"
1,70,10,10,"Skye"	,"Fitzgerald"	,"4"	,"Battle At Barlow"	,"Masters 35+ C"	,2013-09-29,""
7,152, 2,12,"Skye"	,"Fitzgerald"	,"4"	,"Rainier"	,"Masters 35+ C"	,2013-10-13,""
4,201, 5,17,"Skye"	,"Fitzgerald"	,"4"	,"PIR Heron Lakes"	,"Masters 35+ C"	,2013-10-20,""
4,103, 5,22,"Skye"	,"Fitzgerald"	,"4"	,"Deschutes Brewery"	,"Masters 35+ C"	,2013-10-27,"NEEDS UPGRADE"
36, ?, 0, 0,"Skye"	,"Fitzgerald"	,"3"	,"Washington County Fair Complex"	,"Masters 35+ B"	,2013-11-03,"UPGRADED TO 3 WITH 22 POINTS"
1,40, 7, 7,"Skye"	,"Fitzgerald"	,"3"	,"Battle at Barlow"	,"Masters 35+ B"	,2015-09-27,""
3,104, 7,14,"Skye"	,"Fitzgerald"	,"3"	,"Deschutes Brewery"	,"Masters 35+ B"	,2015-11-01,""
4,81, 5,19,"Skye"	,"Fitzgerald"	,"3"	,"Barton Park"	,"Masters 35+ B"	,2015-11-08,""
5,32, 3,22,"Skye"	,"Fitzgerald"	,"3"	,"OBRA Cyclocross Championships p/b City of Sandy"	,"Masters 35+ B"	,2015-11-21,"NEEDS UPGRADE"
5,31, 3, 3,"Beth"	,"Flanagan"	,"3"	,"PIR (Heron Lakes)"	,"Women B"	,2012-10-21,""
19, ?, 0, 0,"Beth"	,"Flanagan"	,"2"	,"Hood River Double Cross"	,"Women A"	,2013-09-14,"PREMATURELY UPGRADED TO 2 WITH 3 POINTS"
5, ?, 0, 0,"Beth"	,"Flanagan"	,"3"	,"GPRM 2015: Ninkrossi"	,"Women B"	,2015-09-26,"DOWNGRADED TO 3"
2,13, 4, 4,"Beth"	,"Flanagan"	,"3"	,"Zaaldercross"	,"Masters Women 35+ 3"	,2018-09-15,""
2, 7, 2, 6,"Beth"	,"Flanagan"	,"3"	,"Ninkrossi"	,"Masters Women 35+ 3"	,2018-09-22,""
3,13, 3, 9,"Beth"	,"Flanagan"	,"3"	,"Heiser Farm"	,"Masters Women 35+ 3"	,2018-09-29,""
1,24, 7,16,"Beth"	,"Flanagan"	,"3"	,"Alpenrose Dairy Day 1"	,"Masters Women 35+ 3"	,2018-10-06,""
4,17, 2,18,"Beth"	,"Flanagan"	,"3"	,"Alpenrose Dairy Day 2"	,"Masters Women 35+ 3"	,2018-10-07,""
4,14, 2,20,"Beth"	,"Flanagan"	,"3"	,"Rainier High School (OBRA Cyclocross Championships)"	,"Masters Women 35+ 3"	,2018-11-11,"NEEDS UPGRADE"
3,12, 3,23,"Beth"	,"Flanagan"	,"3"	,"Barton Park"	,"Masters Women 35+ 3"	,2018-11-18,"NEEDS UPGRADE"
6,73, 3, 3,"Patrick"	,"Flanagan"	,"5"	,"Kruger's Crossing Cyclocross Classic"	,"Beginner Men"	,2013-11-24,""
12, ?, 0, 0,"Patrick"	,"Flanagan"	,"4"	,"Kruger's Kermesse CX Farm Crit & Bike Relay"	,"Masters Men C 35+"	,2014-05-18,"UPGRADED TO 4 WITH 3 POINTS"
2,16, 4, 4,"Andrew"	,"Fleming"	,"5"	,"MBSEF Thrilla Cyclocross Series"	,"Beginner Men"	,2014-09-03,""
4,24, 2, 2,"Andrew"	,"Fleming"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Men C 35+"	,2014-09-17,"UPGRADED TO 4 WITH 4 POINTS"
17, ?, 0, 0,"Andrew"	,"Fleming"	,"3"	,"WA County Fairgrounds"	,"Category B"	,2014-10-26,"UPGRADED TO 3 WITH 2 POINTS"
5,19, 0, 0,"Andrew"	,"Fleming"	,"3"	,"MBSEF Thrilla Cyclocross Series"	,"Men C Masters 35+"	,2015-09-09,"NO POINTS FOR RACING BELOW CATEGORY"
4,18, 0, 0,"Andrew"	,"Fleming"	,"3"	,"MBSEF Thrilla Cyclocross Series"	,"Men C 35+"	,2015-09-16,"NO POINTS FOR RACING BELOW CATEGORY"
32, ?, 0, 0,"Andrew"	,"Fleming"	,"4"	,"River City Bicycles Cyclocross Crusade"	,"Masters 35+ 4"	,2016-10-29,"DOWNGRADED TO 4"
3,13, 1, 1,"Andrew"	,"Fleming"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Category 4 Masters Men"	,2017-09-13,""
2,12, 2, 3,"Andrew"	,"Fleming"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Category 4 Masters Men"	,2017-09-21,""
3,11, 1, 4,"Andrew"	,"Fleming"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Category 4 Masters Men"	,2017-10-04,""
7,59, 1, 5,"Andrew"	,"Fleming"	,"4"	,"Bend"	,"Masters 35+ 4"	,2017-10-29,""
61, ?, 0, 0,"Andrew"	,"Fleming"	,"3"	,"Barton Park"	,"Masters 35+ Category 3"	,2017-11-12,"UPGRADED TO 3 WITH 5 POINTS"
6,109, 3, 3,"Greg"	,"Fleming"	,"5"	,"PIR Heron Lakes"	,"Beginner Men"	,2013-10-20,""
16, ?, 0, 0,"Greg"	,"Fleming"	,"4"	,"PIR Infield"	,"Category C"	,2013-11-10,"UPGRADED TO 4 WITH 3 POINTS"
2,36, 6, 6,"Greg"	,"Fleming"	,"4"	,"DDCX 1"	,"Category C"	,2014-08-30,""
1,12, 3, 9,"Greg"	,"Fleming"	,"4"	,"Fazio Farms"	,"Category C"	,2014-09-07,""
3,82, 7,16,"Greg"	,"Fleming"	,"4"	,"Alpenrose"	,"Category C"	,2014-10-11,""
2,45, 6, 6,"Greg"	,"Fleming"	,"3"	,"Heron Lakes"	,"Category B"	,2014-10-19,"UPGRADED TO 3 WITH 16 POINTS"
1,15, 3, 9,"Greg"	,"Fleming"	,"3"	,"Kruger's Kermesse Farm Crit"	,"Men B"	,2015-08-30,""
6,26, 2,11,"Greg"	,"Fleming"	,"3"	,"Rapha Portland Trophy Cup"	,"Men B"	,2015-09-01,""
1,30, 7,18,"Greg"	,"Fleming"	,"3"	,"Rapha Portland Trophy Cup"	,"Men B"	,2015-09-08,""
4,27, 4,22,"Greg"	,"Fleming"	,"3"	,"GPRM 2015: Zaaldercross"	,"Category B"	,2015-09-19,"NEEDS UPGRADE"
4,97, 5, 5,"Kiel"	,"Fletcher"	,"4"	,"Heron Lakes"	,"Category C"	,2014-10-19,""
3,67, 7,12,"Kiel"	,"Fletcher"	,"4"	,"Deschutes Brewery"	,"Category C"	,2014-11-02,""
3,88, 7,19,"Kiel"	,"Fletcher"	,"4"	,"PIR Infield"	,"Category C"	,2014-11-09,""
5,61, 4,23,"Kiel"	,"Fletcher"	,"4"	,"Barton Park"	,"Category C"	,2014-11-16,"NEEDS UPGRADE"
22, ?, 0, 0,"Kiel"	,"Fletcher"	,"3"	,"Rapha Portland Trophy Cup"	,"Men B"	,2015-09-01,"UPGRADED TO 3 WITH 23 POINTS"
1,81,10,10,"Kiel"	,"Fletcher"	,"3"	,"Alpenrose Dairy Day 1"	,"Masters 35+ Category 3"	,2018-10-06,""
7,83, 2,12,"Kiel"	,"Fletcher"	,"3"	,"PIR Heron Lakes"	,"Masters 35+ Category 3"	,2018-10-14,""
5,83, 4,16,"Kiel"	,"Fletcher"	,"3"	,"Deschutes Brewery Day 1"	,"Masters 35+ Category 3"	,2018-11-03,""
7,62, 2,18,"Kiel"	,"Fletcher"	,"3"	,"Deschutes Brewery Day 2"	,"Masters 35+ Category 3"	,2018-11-04,""
5,17, 1, 1,"Sara"	,"Fletcher"	,"1/2"	,"GPTB: Het Meer CX Race"	,"Women A"	,2012-09-09,""
6,21, 2, 3,"Sara"	,"Fletcher"	,"1/2"	,"GPTB: Zaandercross at Frenchmans Bar"	,"Women A"	,2012-09-22,""
1,14, 3, 3,"Shane"	,"Fletcher"	,"1/2"	,"Portland Trophy Cup"	,"Open 1/2 35+"	,2018-09-04,""
1,15, 3, 6,"Shane"	,"Fletcher"	,"1/2"	,"Portland Trophy Cup"	,"Open 1/2 35+"	,2018-09-11,""
1,16, 5,11,"Shane"	,"Fletcher"	,"1/2"	,"Portland Trophy Cup"	,"Open 1/2 35+"	,2018-09-18,""
1,15, 3,14,"Shane"	,"Fletcher"	,"1/2"	,"Portland Trophy Cup"	,"Open 1/2 35+"	,2018-09-25,""
1,15, 3,17,"Shane"	,"Fletcher"	,"1/2"	,"Portland Trophy Cup"	,"Open 1/2 35+"	,2018-10-02,""
6,49, 2,19,"Shane"	,"Fletcher"	,"1/2"	,"PIR Heron Lakes"	,"Masters 35+ 1/2"	,2018-10-14,""
2,11, 4, 4,"Beverley"	,"Floyd"	,"5"	,"Keizer Rapids"	,"Category 5 Women"	,2018-08-29,""
2,15, 4, 8,"Beverley"	,"Floyd"	,"5"	,"David Douglas"	,"Women 5"	,2018-09-01,""
2, 8, 2,10,"Beverley"	,"Floyd"	,"5"	,"Twilight Cyclocross"	,"Women 4/5"	,2018-09-04,""
2,17, 4,14,"Beverley"	,"Floyd"	,"5"	,"Het Meer"	,"Women 5"	,2018-09-08,""
2, 6, 2,16,"Beverley"	,"Floyd"	,"5"	,"Twilight Cyclocross"	,"Women 4/5"	,2018-09-11,""
2, 7, 2,18,"Beverley"	,"Floyd"	,"5"	,"Twilight Cyclocross"	,"Women 4/5"	,2018-09-18,""
4,12, 2,20,"Beverley"	,"Floyd"	,"5"	,"Ninkrossi"	,"Women 5"	,2018-09-22,"NEEDS UPGRADE"
1, 8, 3, 3,"Beverley"	,"Floyd"	,"4"	,"Twilight Cyclocross"	,"Women 4/5"	,2018-09-25,"UPGRADED TO 4 WITH 20 POINTS"
1,16, 0, 3,"Beverley"	,"Floyd"	,"4"	,"Heiser Farm"	,"Women 5"	,2018-09-29,"NO POINTS FOR RACING BELOW CATEGORY"
6,29, 2, 5,"Beverley"	,"Floyd"	,"4"	,"PIR Heron Lakes"	,"Women 4"	,2018-10-14,""
5,16, 1, 1,"Chris"	,"Foertsch"	,"4"	,"Santa Cross"	,"Masters Men C 35+"	,2014-12-06,""
1,23, 5, 5,"Jonathon"	,"Fogarty"	,"4"	,"Thrilla Cyclocross Series"	,"Men C"	,2013-09-12,""
6,37, 2, 2,"Jonathon"	,"Fogarty"	,"3"	,"Thrilla Cyclocross Series"	,"Men B"	,2013-09-19,"UPGRADED TO 3 WITH 5 POINTS"
2,15, 2, 4,"Jonathon"	,"Fogarty"	,"3"	,"Ride Hard, Finish Thirsty, p/b Boneyard"	,"Men B"	,2013-09-21,""
3,28, 5, 9,"Jonathon"	,"Fogarty"	,"3"	,"Thrilla Cyclocross Series"	,"Men B"	,2013-10-03,""
7,62, 2,11,"Jonathon"	,"Fogarty"	,"3"	,"Deschutes Brewery"	,"Category B"	,2013-10-26,""
1,44, 7,18,"Jonathon"	,"Fogarty"	,"3"	,"MBSEF Thrilla Cyclocross Series"	,"Masters Men B 35+"	,2014-09-03,""
1,44, 7,25,"Jonathon"	,"Fogarty"	,"3"	,"MBSEF Thrilla Cyclocross Series"	,"Men B 35+"	,2014-09-10,"NEEDS UPGRADE"
1,32, 7,32,"Jonathon"	,"Fogarty"	,"3"	,"MBSEF Thrilla Cyclocross Series"	,"Men B 35+"	,2014-09-24,"NEEDS UPGRADE"
45, ?, 0, 0,"Jonathon"	,"Fogarty"	,"2"	,"Alpenrose"	,"Category A"	,2014-10-12,"UPGRADED TO 2 WITH 23 POINTS"
4,84, 5, 5,"Jonathon"	,"Fogarty"	,"2"	,"Alpenrose"	,"Masters 35+ A"	,2014-10-12,""
2,99, 8, 8,"Jonathon"	,"Fogarty"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Masters 35+ Category 3"	,2016-10-29,"DOWNGRADED TO 3"
3, 8, 1, 1,"Marsha"	,"Ford"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Women C"	,2014-09-17,""
5,16, 1, 1,"Stephen"	,"Ford"	,"5"	,"Double Cross"	,"Beginner Men"	,2012-09-16,""
2,44, 6, 6,"Mary"	,"Fordham"	,"4"	,"Rainier"	,"Women C"	,2013-10-13,""
4,60, 5,11,"Mary"	,"Fordham"	,"4"	,"PIR Heron Lakes"	,"Women C"	,2013-10-20,""
7,47, 1,12,"Mary"	,"Fordham"	,"4"	,"Deschutes Brewery"	,"Women C"	,2013-10-26,""
5,36, 3,15,"Mary"	,"Fordham"	,"4"	,"Deschutes Brewery"	,"Women C"	,2013-10-27,""
3,18, 3, 3,"Brian"	,"Foresta"	,"1/2"	,"Kruger's Kermesse Farm Crit"	,"Masters Men A 35+"	,2014-08-24,""
5,39, 3, 6,"Brian"	,"Foresta"	,"1/2"	,"DDCX 1"	,"Masters 35+ A"	,2014-08-30,""
1,22, 5,11,"Brian"	,"Foresta"	,"1/2"	,"Rapha Trophy Cup p/b Western Bikeworks"	,"Masters Men A 40+"	,2014-09-02,""
1,14, 3,14,"Brian"	,"Foresta"	,"1/2"	,"Rapha Trophy Cup p/b Western Bikeworks"	,"Masters A 40+"	,2014-09-09,""
1,13, 3,17,"Brian"	,"Foresta"	,"1/2"	,"Rapha Trophy Cup p/b Western Bikeworks"	,"Masters A 40+"	,2014-09-16,""
7,39, 1,18,"Brian"	,"Foresta"	,"1/2"	,"Ninkrossi"	,"Masters 35+ A"	,2014-09-27,""
1,14, 3,21,"Brian"	,"Foresta"	,"1/2"	,"Rapha Trophy Cup p/b Western Bikeworks"	,"Masters A 40+"	,2014-09-30,""
12, ?, 0, 0,"Brian"	,"Foresta"	,"1"	,"Heiser Farms CX"	,"Masters 35+ A"	,2014-10-04,"UPGRADED TO 1 WITH 21 POINTS"
1,21, 5, 5,"Brian"	,"Foresta"	,"1"	,"Rapha Trophy Cup p/b Western Bikeworks"	,"Masters A 40+"	,2014-10-07,""
4,34, 4, 4,"Matt"	,"Forness"	,"4"	,"Winter CX"	,"Masters Men C 35+"	,2014-11-30,""
3,87, 7,11,"Matt"	,"Forness"	,"4"	,"Deschutes Brewery"	,"Masters 35+ C"	,2015-10-31,""
1,83,10,10,"Justin"	,"Fornter"	,"3"	,"Deschutes Brewery Day 1"	,"Masters 35+ Category 3"	,2018-11-03,""
8,89, 1, 1,"Bryan"	,"Foster"	,"5"	,"Alpenrose"	,"Beginner"	,2012-10-07,""
7,53, 1, 2,"Bryan"	,"Foster"	,"5"	,"Rainier"	,"Beginner Men"	,2012-10-14,""
91, ?, 0, 0,"Bryan"	,"Foster"	,"4"	,"Alpenrose Dairy"	,"Category C"	,2013-10-06,"UPGRADED TO 4 WITH 2 POINTS"
5,76, 4, 4,"Mike"	,"Foster"	,"3"	,"Deschutes Brewery Cup"	,"Men Category B"	,2012-12-08,""
8,75, 1, 5,"Mike"	,"Foster"	,"3"	,"Deschutes Brewery Cup"	,"Men Category B"	,2012-12-09,""
1,16, 5, 5,"Susan"	,"Foster"	,"4"	,"Thrilla Cyclocross Series"	,"Women C"	,2013-09-12,""
6, ?, 0, 0,"Susan"	,"Foster"	,"5"	,"Ride Hard, Finish Thirsty, p/b Boneyard"	,"Beginner Women"	,2013-09-21,"DOWNGRADED TO 5"
1,15, 5, 5,"Susan"	,"Foster"	,"4"	,"Thrilla Cyclocross Series"	,"Women C"	,2013-09-26,"UPGRADED TO 4 WITH 0 POINTS"
2,15, 4, 9,"Susan"	,"Foster"	,"4"	,"Thrilla Cyclocross Series"	,"Women C"	,2013-10-03,""
1, 6, 3,12,"Susan"	,"Foster"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Women C"	,2014-09-03,""
1, 9, 3,15,"Susan"	,"Foster"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Women C"	,2014-09-10,""
1, 8, 3,18,"Susan"	,"Foster"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Women C"	,2014-09-17,""
1, 9, 3,21,"Susan"	,"Foster"	,"4"	,"Ride Hard, Finish Thirsty, p/b Boneyard"	,"Women C"	,2014-09-20,"NEEDS UPGRADE"
2, 6, 2,23,"Susan"	,"Foster"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Women C"	,2014-10-01,"NEEDS UPGRADE"
1, 7, 3,21,"Susan"	,"Foster"	,"4"	,"Psycho Cross Series"	,"Women C"	,2014-10-04,"NEEDS UPGRADE"
1,20, 5,26,"Susan"	,"Foster"	,"4"	,"Heiser Farms CX"	,"Women C"	,2014-10-04,"NEEDS UPGRADE"
2, 7, 2,24,"Susan"	,"Foster"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Women C"	,2015-09-02,"NEEDS UPGRADE"
1,14, 5,29,"Susan"	,"Foster"	,"4"	,"GPRM 2015: DDCX"	,"Women C"	,2015-09-05,"NEEDS UPGRADE"
2,21, 6, 6,"Maya"	,"Foty"	,"5"	,"Kruger's Kermesse Farm Crit"	,"Beginner Women"	,2015-08-30,""
4, ?, 0, 0,"Maya"	,"Foty"	,"3"	,"GPRM 2015: Het Meer CX"	,"Masters Women 35+ B"	,2015-09-12,"UPGRADED TO 3 WITH 6 POINTS"
1, 9, 3, 3,"Maya"	,"Foty"	,"3"	,"Battle at Barlow"	,"Masters Women 35+ B"	,2015-09-27,""
4,20, 2, 5,"Maya"	,"Foty"	,"3"	,"Alpenrose"	,"Masters Women 35+ B"	,2015-10-11,""
2, 6, 2, 7,"Maya"	,"Foty"	,"3"	,"Kruger's Crossing CX"	,"Masters Women 35+ B"	,2015-11-22,""
3,13, 3, 5,"Maya"	,"Foty"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Masters Women 35+ 3"	,2016-11-13,""
5,27, 3, 3,"John"	,"Foulston"	,"2"	,"CrossWord CX Challenge"	,"Men 2/3"	,2016-10-22,""
3,77, 7, 7,"JT"	,"Fountain"	,"1/2"	,"PIR (Pro Paddock)"	,"Category A"	,2012-11-18,""
3,67, 7,14,"JT"	,"Fountain"	,"1/2"	,"Alpenrose Dairy"	,"Category A"	,2013-10-06,""
4,58, 4,18,"JT"	,"Fountain"	,"1/2"	,"Deschutes Brewery"	,"Category A"	,2013-10-26,""
2,22, 6, 6,"Laura"	,"Fox"	,"3"	,"Deschutes Brewery"	,"Women B"	,2015-10-31,""
1,22, 7,13,"Laura"	,"Fox"	,"3"	,"Deschutes Brewery"	,"Women B"	,2015-11-01,""
1,24, 7,20,"Laura"	,"Fox"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Women 3"	,2016-10-29,"NEEDS UPGRADE"
1,20, 5,25,"Laura"	,"Fox"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Women 3"	,2016-10-30,"NEEDS UPGRADE"
7, ?, 0, 0,"Laura"	,"Fox"	,"2"	,"Bend"	,"Women 1/2"	,2017-10-28,"PREMATURELY UPGRADED TO 2 WITH 12 POINTS"
5,29, 3, 3,"Matt"	,"Fox"	,"1/2"	,"Hood River Double Cross"	,"Category A"	,2013-09-14,""
3,16, 3, 3,"Tyler"	,"Fox"	,"3"	,"Hood River Double Cross"	,"Category B"	,2014-09-13,""
4, ?, 0, 0,"Tyler"	,"Fox"	,"2"	,"Ride Hard, Finish Thirsty, p/b Boneyard"	,"Men A"	,2014-09-20,"PREMATURELY UPGRADED TO 2 WITH 3 POINTS"
3,43, 5, 5,"Ryan"	,"Francesconi"	,"3"	,"GPTB: Pedalers At The Poor Farm CX @ Edgefield"	,"Masters 35+ B"	,2012-11-10,""
2,28, 6,11,"Ryan"	,"Francesconi"	,"3"	,"GPTB: Winter Cross"	,"Masters 35+ B"	,2012-12-02,""
6,51, 2,13,"Ryan"	,"Francesconi"	,"3"	,"Het Meer CX Race"	,"Masters 35+ B"	,2013-09-07,""
7,38, 1,14,"Ryan"	,"Francesconi"	,"3"	,"Hood River Double Cross"	,"Masters 35+ B"	,2013-09-15,""
6,33, 2,16,"Ryan"	,"Francesconi"	,"3"	,"Blind Date at the Dairy"	,"Masters Men B 35+"	,2013-09-18,""
3,38, 5,21,"Ryan"	,"Francesconi"	,"3"	,"Heiser Farm CX"	,"Masters 35+ B"	,2013-10-05,"NEEDS UPGRADE"
5,96, 4,25,"Ryan"	,"Francesconi"	,"3"	,"Rainier"	,"Masters 35+ B"	,2013-10-13,"NEEDS UPGRADE"
3,18, 3,28,"Ryan"	,"Francesconi"	,"3"	,"Sandy/Boring Corn Cross"	,"Masters 35+ B"	,2013-11-02,"NEEDS UPGRADE"
22, ?, 0, 0,"Ryan"	,"Francesconi"	,"2"	,"OBRA CX Championships: GPET: Pedalers At The Poor Farm CX @ Edgefield"	,"Category A"	,2013-11-09,"UPGRADED TO 2 WITH 28 POINTS"
5,16, 1, 1,"Ryan"	,"Francesconi"	,"2"	,"Kruger's Kermesse CX Farm Crit & Bike Relay"	,"Masters Men A 35+"	,2014-05-18,""
3,18, 3, 3,"Paul"	,"Francis"	,"5"	,"MBSEF Thrilla Cyclocross Series"	,"Category 5 Men"	,2018-09-13,"DOWNGRADED TO 5"
2,14, 2, 5,"Paul"	,"Francis"	,"5"	,"MBSEF Thrilla Cyclocross Series"	,"Category 5 Men"	,2018-09-20,""
2,15, 2, 7,"Paul"	,"Francis"	,"5"	,"MBSEF Thrilla Cyclocross Series"	,"Category 5 Men"	,2018-09-27,""
2,15, 2, 9,"Paul"	,"Francis"	,"5"	,"MBSEF Thrilla Cyclocross Series"	,"Category 5 Men"	,2018-10-04,""
4,54, 4, 4,"Paul"	,"Francis"	,"5"	,"Deschutes Brewery Day 1"	,"Men 5"	,2018-11-03,""
5,59, 3, 7,"Paul"	,"Francis"	,"5"	,"Deschutes Brewery Day 2"	,"Men 5"	,2018-11-04,""
1,18, 5, 5,"Marcos"	,"Franco"	,"4"	,"Pedalers at the Poor Farm"	,"Category C"	,2015-11-07,""
2, 8, 2, 2,"Bridget"	,"Franek"	,"4/5"	,"Twilight Cyclocross"	,"Women 4/5"	,2018-09-25,""
1,12, 3, 3,"August"	,"Frank"	,"4"	,"Psycho Cross Series"	,"Men C"	,2012-11-10,""
2,15, 2, 5,"August"	,"Frank"	,"4"	,"Psycho Cross Series"	,"Men C"	,2012-11-25,""
2,19, 4, 9,"August"	,"Frank"	,"4"	,"Twilight Cyclocross Series"	,"Men C"	,2013-09-02,""
3,20, 3,12,"August"	,"Frank"	,"4"	,"Twilight Cyclocross Series"	,"Men C"	,2013-09-16,""
2,11, 2,14,"August"	,"Frank"	,"4"	,"Psycho Cross"	,"Men C"	,2013-09-22,""
2,13, 2,16,"August"	,"Frank"	,"4"	,"Twilight Cyclocross Series"	,"Men C"	,2013-09-23,""
5,29, 3,19,"August"	,"Frank"	,"4"	,"OBRA CX Championships: GPET: Pedalers At The Poor Farm CX @ Edgefield"	,"Category C"	,2013-11-09,""
3,26, 5, 5,"Kim"	,"Frank"	,"5"	,"Washington County Fair Complex"	,"Beginner Women"	,2012-11-11,""
3, 8, 1, 6,"Kim"	,"Frank"	,"5"	,"Psycho Cross Series (OBRA Championships)"	,"Beginner Women"	,2012-12-01,""
